url,publishDate,uniqueUsers,pageViewsTotal,totalEngagementTime,totalDuration,discoverImpressions,googleNewsImpressions,searchImpressions,searchClicks,discoverClicks,googleNewsClicks,searchClicksPerArticle,searchImpressionsPerArticle,discoverClicksPerArticle,googleNewsClicksPerArticle,googleNewsImpressionsPerArticle,averageScroll,averageDurationPerUser,averageRFV,cumulativeRFV,averageDurationPerPage,averageEngagementTimePerUser,averageEngagementTimePerPage,pageViewsPerUser,searchPosition,searchCTR,discoverCTR,googleNewsPosition,googleNewsCTR,text,meta_description
https://www.hotnewhiphop.com/903311-nike-air-foamposite-one-cough-drop-sneaker-news-2,2025-04-17,954,1046,21605.77,69634.06,14541,0,855,4,886,0,4,855,886,0,0,50.00125,71.7225,3.34625,1210.63,65.03,22.815,20.66125,1.10375,31.65625,0.5025,5.10375,0.0,0.0,"The Nike Air Foamposite One “Cough Drop” is making a comeback this fall. Known for its glossy black shell and bold red outsole, the iconic colorway remains one of the most recognizable in the Foamposite lineage.

Originally released over a decade ago, the sneaker's blend of innovation and aggression helped define basketball sneakers in the late 2000s and continues to have cultural relevance today. Nike introduced the Air Foamposite One in 1997, pushing the boundaries of performance and design.

Penny Hardaway’s signature shoe arrived at a time when futuristic silhouettes were taking over the court. With its one-piece molded upper and signature Zoom cushioning, the Foamposite lineup was ahead of its time.

Today, it holds cult status among collectors and hoopers alike. In-hand images reveal the same fierce energy. The all-black Foam shell is matched with suede overlays and red accents throughout.

The Nike Air Foamposite One “Cough Drop” features a black Foamposite shell with black suede overlays and mesh tongue. Also, red accents hit the outsole, heel, pull tabs, and branding.

Zoom Air cushioning and a carbon fiber plate provide support and bounce. This colorway blends aggression with legacy. A translucent red sole adds a fiery finish, while the black mesh tongue and carbon fiber shank round things out. Overall, for Foamposite fans, this Fall 2025 re-release is already building buzz.

Sneaker Bar Detroit reports that the Nike Air Foamposite One “Cough Drop” will be released at some point in the fall of 2025. Also, the retail price of the sneakers will be $240 when they are released.

The “Cough Drop” colorway originally dropped in 2010 and returned again in 2017, making this its third release. Its bold black and red combination has become one of the most beloved Foamposite looks. With nostalgia riding high, this upcoming drop is already stirring excitement among longtime fans.",The Nike Air Foamposite One “Cough Drop” is set to return in Fall 2025 with its signature black shell and red outsole.
https://www.hotnewhiphop.com/903323-air-jordan-1-high-og-unc-reimagined-sneaker-news-13,2025-04-17,189,204,3617.47,11759.89,1113,0,10449,12,33,0,12,10449,33,0,0,47.54375,33.0525,5.7325,1025.22,30.82125,15.945,14.9325,1.075,33.10125,0.2625,1.22125,0.0,0.0,"The Air Jordan 1 High OG “UNC Reimagined” is set to drop in May, and official photos of the highly anticipated colorway have surfaced. This updated take on a classic brings together vintage aesthetics and college pride in a clean, refreshing package.

Dressed in a familiar mix of University Blue and sail, this version leans into aged details. The cracked suede base contrasts with the vibrant overlays, creating a lived-in look. A sail midsole furthers the vintage vibe, while blue outsoles give it that classic Jordan finish.

It’s a nod to Michael Jordan’s roots at UNC , but with a twist tailored for today’s sneaker crowd. First released in 1985, the Air Jordan 1 remains one of the most iconic sneakers of all time. Its connection to Jordan’s early days makes every UNC-themed release a nostalgic moment.

Whether on the court or in the streets, the AJ1 continues to push boundaries while staying grounded in its legacy. The “Reimagined” series, in particular, has reintroduced classics with thoughtful updates.

The official photos highlight every detail, from the cracked textures to the plush collar. The leather looks premium. The color blocking is true to the original , but there’s a freshness to this pair that feels new. It’s the kind of drop that blends storytelling and style seamlessly.

The Air Jordan 1 High OG “UNC Reimagined” features a cracked suede sail base with smooth University Blue leather overlays. Sail laces and midsoles enhance the vintage effect, while a bold blue outsole grounds the look.

Classic Nike Air branding appears on the tongue, and the iconic Wings logo sits on the collar. Aged textures and updated materials complete the redesign.

Sneaker Bar Detroit reports the  Air Jordan 1 High OG “UNC Reimagined” will be released on May 10th, 2025 Also, the retail price of the sneakers will be $180 when they drop.",The Air Jordan 1 High OG “UNC Reimagined” arrives in May with vintage detailing and official images that reframe a college classic.
https://www.hotnewhiphop.com/903333-air-jordan-4-cave-stone-sneaker-news-5,2025-04-17,1748,1886,34115.69,119868.57,19354,0,9116,21,1363,0,21,9116,1363,0,0,46.09125,59.9325,5.605,4752.56,55.765,17.73375,16.18,1.09125,29.27125,0.0975,5.995,0.0,0.0,"The Air Jordan 4 “Cave Stone” brings a clean, understated look to the iconic silhouette. Dressed in soft grey tones, this pair highlights premium suede with black and white detailing throughout. On-foot photos and up-close shots have surfaced, giving fans a full preview of what’s coming.

Set to drop in September 2025, the “Cave Stone” colorway is the latest in a long line of Jordan 4 releases. First introduced in 1989, the Air Jordan 4 quickly became a favorite for both its design and performance.

The model debuted during Michael Jordan ’s fifth NBA season and was the first in the line to feature over-molded mesh panels and visible Air cushioning. It remains one of the most popular retro models today, with frequent drops and collaborations driving demand.

The Jordan 4 continues to evolve , embracing modern materials while honoring its roots. This upcoming release leans into a neutral palette, offering a versatile option for everyday wear. As always, the sneaker features classic details like the signature wings, mesh netting, and Nike Air branding on the heel. The photos provided showcase the sneaker’s craftsmanship.

The Air Jordan 4 “Cave Stone” features premium grey suede across the upper, matched with black netting and accents on the wings and midsole. The inner lining and heel tab arrive in black, while sail and white tones balance the midsole for contrast.

From the soft suede overlays to the contrast of the black midsole and eyelets, every detail pops. The on-foot shots reveal how the tones shift in natural light, giving the pair a sleek, almost tonal look. It’s the kind of drop that blends subtlety with serious style.

A visible Air unit offers comfort and performance. The overall color palette is neutral, making this a solid choice for both collectors and everyday wearers.

Sneaker News reports that the Air Jordan 4 “Cave Stone” will be released on September 6th, 2025. Also, the retail price of the sneakers will be $215 when they drop.",The Air Jordan 4 “Cave Stone” surfaces in new on-foot photos ahead of its upcoming September 2025 release.
https://www.hotnewhiphop.com/903337-air-jordan-4-forget-me-not-sneaker-news-3,2025-04-17,3310,3623,79848.34,238241.9,63678,0,2189,9,3456,0,9,2189,3456,0,0,48.22875,76.78375,3.945,2992.45,70.1025,23.22625,21.22125,1.095,42.4225,0.25,5.6775,0.0,0.0,"The women’s Air Jordan 4 “Forget Me Not” is officially dropping in May with a clean, elegant design perfect for spring. Official photos have just landed, revealing a mix of crisp white leather and soft pastel blue accents.

This special release honors Mother’s Day , pairing timeless style with subtle celebration. The Air Jordan 4 has always been a staple in the Jordan lineup.

First released in 1989, the silhouette stood out for its visible Air unit and mesh detailing. Designed by Tinker Hatfield, it became iconic after Michael Jordan ’s legendary ""The Shot"" against Cleveland.

Over the decades, the AJ4 has seen countless colorways, collaborations, and retros, but it’s rare to see one designed specifically to celebrate mothers. That’s where this “Forget Me Not” edition shines . The soft color palette reflects the calm, nurturing energy of the occasion. It balances simplicity and statement.

Being a women's exclusive, it brings more representation to female sneakerheads and collectors. In the photos provided, details like the baby blue netting and matching Jumpman branding stand out. The leather looks premium, and the icy outsole adds a modern touch.

This isn’t just a pair of sneakers, it’s a thoughtful tribute wrapped in Jordan heritage.

The women’s Air Jordan 4 “Forget Me Not” features white leather uppers with baby blue accents on the eyelets, mesh panels, and heel tab. The Jumpman branding matches the icy blue sole.

Soft fleece lining adds comfort, while traditional AJ4 details keep things grounded in heritage. It’s clean, seasonal, and symbolic.

Sneaker Bar Detroit reports that the Air Jordan 4 “Forget Me Not” will be released on May 3rd, 2025. Also, the retail price of the sneakers will be $215 when they drop.

This pair blends classic design with emotional meaning. It’s more than just a sneaker, it’s a tribute. Expect demand to spike once release day arrives.",The women’s Air Jordan 4 “Forget Me Not” brings a fresh colorway to celebrate Mother’s Day and official photos are now available.
https://www.hotnewhiphop.com/903685-air-jordan-4-og-white-cement-sneaker-news-9,2025-04-19,522,553,13881.54,44512.25,5146,0,6667,30,298,0,30,6667,298,0,0,54.95375,66.62875,4.11625,1814.56,64.0425,21.5775,20.66875,1.035,14.14375,0.21375,5.48625,0.0,0.0,"The Air Jordan 4 OG “White Cement” has made its surprise return with a special early drop at the iconic Ben’s Chili Bowl in Washington DC. A wider release is still set for May, but this early launch adds new energy to a classic.

First introduced in 1989, the “White Cement” colorway helped solidify the Jordan 4 as one of the most beloved models in the entire Air Jordan lineup. Designed by Tinker Hatfield, the silhouette was built for performance and brought visible Air cushioning to the hardwood.

The “White Cement” stood out then , and still does, with its sharp contrast of black and speckled grey against crisp white leather. This new drop stays true to the original design while celebrating the community. Ben’s Chili Bowl, a cultural fixture in DC, hosted the early release with special collaborative branding throughout the restaurant.

Jordan Brand and local label Somewhere even produced a custom “Cemented In History” T-shirt for the event.

The iconic sneaker in “White Cement” returns with bright white leather uppers, speckled cement grey accents, and Nike Air branding on the heel. Red Jumpman logos pop on the tongue, while black detailing hits the midsole and wings.

The sneaker rides on a visible Air unit and classic rubber outsole. Early pairs dropped at Ben’s Chili Bowl with exclusive merch. The wider release lands in May and fans are more than excited.

The photos show both the restaurant setting and detailed shots of the sneaker itself. The pair retains its signature Nike Air branding, speckled heel tab, and familiar black and red accents. The rollout adds a fresh chapter to a sneaker already rich in legacy.

Nice Kicks reports that the Air Jordan 4 OG ""White Cement"" is going to drop on May 24th, 2025. Also, the retail price will be $225 when they are released.",The Air Jordan 4 OG “White Cement” gets an early drop at Ben’s Chili Bowl ahead of its official May release.
https://www.hotnewhiphop.com/903691-air-jordan-4-rm-military-black-sneaker-news,2025-04-19,240,264,4815.83,15056.31,3137,0,1230,2,157,0,2,1230,157,0,0,49.7875,68.12125,6.3275,517.28,64.605,17.285,15.63875,1.10125,62.0125,0.27875,5.1525,0.0,0.0,"Jordan Brand is rolling out another clean colorway of its latest remix model with the Air Jordan 4 RM “Military Black.” This pair is expected to drop during the Summer 2025 season and arrives with a sleek, performance-ready design.

Nike continues to explore low-top variations of classic models , and this iteration delivers a fresh take while still nodding to Jordan heritage. The “Military Black” features a neutral palette. It blends white leather with grey suede on the mudguards and soft black accents along the collar and midsole.

A subtle gum outsole adds a bit of retro flair. The sneaker’s build combines smooth overlays with a breathable mesh upper and padded sockliner, keeping comfort and style in check. The Jordan 4 RM is a relatively new silhouette that builds off the legacy of the original Air Jordan 4.

First released in 1989, the AJ4 was designed by Tinker Hatfield and became iconic for its visible Air unit, plastic wings, and mesh side panels. The RM, or remastered, version keeps that DNA but introduces modern performance tweaks and streamlined construction.

The Air Jordan 4 RM “Military Black” features a white leather base with grey suede overlays and breathable mesh underlays. Also, black detailing appears on the tongue, lining, and midsole, with a gum rubber outsole adding contrast.

Also, a visible Air unit sits in the heel for cushioning. Further, the sneaker is finished with classic Nike Air branding on the back and tonal stitching throughout the upper.

The photos above give a closer look at the details. From the sharp color contrast to the classic Nike Air heel branding, the “Military Black” is shaping up to be a summer staple. More release info should surface soon.

Sneaker Bar Detroit reports that the Air Jordan 4 OG ""Military Black"" is going to drop in the summer of 2025. Also, the retail price will be $150 when they are released.",
https://www.hotnewhiphop.com/903755-air-jordan-5-low-peanut-butter-jelly-sneaker-news-2,2025-04-19,1330,1416,31909.44,77756.66,41447,0,1890,15,1457,0,15,1890,1457,0,0,56.3475,56.60625,4.1975,1499.32,53.30625,25.76375,24.31875,1.06125,34.0275,0.5575,3.425,0.0,0.0,"The Air Jordan 5 Low “PBJ” is ready to make noise this season. Inspired by the nostalgic peanut butter and jelly combo, this pair brings bold energy with a fun twist.

It’s crafted in a kid-friendly design that’s hard to miss, blending style and playful colors effortlessly. Jordan Brand has always tapped into culture for storytelling.

The “PBJ” is no different. The suede upper gives the sneaker a soft texture, while the jelly-like details offer contrast. Red hits on the lace lock and Jumpman branding tie everything together.

And the outsole? That lavender pop makes a subtle but memorable statement. The Air Jordan 5 has long been a favorite in the Jordan lineup. Originally released in 1990, it stood out for its reflective tongue, shark teeth midsole design, and visible Air unit.

Today, the low-top version continues the legacy with lifestyle-ready tweaks. It’s a model that lets the younger crowd tap into the Jumpman legacy their own way. Official images show off the playful “PBJ” flavor with up-close detail. The soft beige upper and gum midsole are complemented by rich berry and peanut tones.

The photos reveal a sneaker that’s not just about color, it’s also about vibe. Expect these to be a hit when they release.

The Air Jordan 5 Low “PBJ” features a creamy suede upper with translucent side netting. A red lace lock and Jumpman logo bring the jelly. A peanut-colored midsole meets a berry-toned outsole, tying the snack-themed palette together.

Also, the translucent purple sole and pink midsole flames add flavor. It’s a sweet and bold look that stands out.

House Of Heat reports that the Air Jordan 5 Low “Peanut Butter Jelly” will be released on May 1st, 2025. Also, the retail price of the sneakers will be $150 when they drop.

Overall, the Air Jordan 5 Low “PBJ” colorway delivers a fresh take with creamy suede, bright red accents, and a jelly-inspired outsole just in time for summer.","The Air Jordan 5 Low “PBJ” is a playful twist on a classic, mixing creamy textures and jelly-inspired colors for a unique summer drop."
https://www.hotnewhiphop.com/903763-teyana-taylor-x-air-jordan-3-a-rose-from-harlem-sneaker-news,2025-04-19,3086,3319,78244.08,223738.63,42317,0,8908,83,2958,0,83,8908,2958,0,0,59.02125,69.1025,5.305,3623.54,64.5975,25.40375,23.69125,1.07125,20.43625,0.77375,7.21125,0.0,0.0,"The Teyana Taylor x Air Jordan 3 “A Rose From Harlem” blends innovation with storytelling in a striking black-based design. This new colorway celebrates Taylor’s Harlem roots and artistic voice.

It also introduces something never seen before on a Jordan silhouette: detachable rose vines that wrap around the midfoot. These thorns are removable, made from green plastic, and provide an expressive option for customization.

Red Jumpman branding hits the heel while a bold red liner enhances the rose motif. Black tumbled leather dominates the upper, with classic elephant print overlays anchoring the look in Jordan history.

Hints of green appear around the eyelets for a subtle floral finish. Underfoot, a white midsole and gum outsole keep the palette grounded.

The Air Jordan 3 is one of the most important silhouettes in the Jordan line. Designed by Tinker Hatfield in 1988, it helped Michael Jordan stay with Nike thanks to its revolutionary style and visible Air unit.

Over the years, it's become a canvas for collaboration and cultural moments, just like this one.

This Air Jordan 3 features a black tumbled leather upper with green accents on the eyelets and bold red Nike Air branding on the heel. The removable rose vines wrap around the midfoot and heel, adding a unique floral flair.

Elephant print overlays sit atop a crisp white midsole and gum outsole. Inside, a vibrant red liner rounds out the Harlem-inspired design.

In the photos provided, Taylor’s vision comes to life through thorns, textures, and color. The vines are optional but bold. The rest of the shoe stays classic. It’s Harlem meets heritage, and it works.

Sneaker Bar Detroit reports that the Teyana Taylor x Air Jordan 3 “A Rose From Harlem” will be released in the spring of 2026. Also, the retail price of the sneakers will be announced closer to when they are released.",The Teyana Taylor x Air Jordan 3 “A Rose From Harlem” brings detachable rose vines and bold detailing to the classic silhouette.
https://www.hotnewhiphop.com/903770-air-jordan-7-rm-bred-sneaker-news,2025-04-19,1538,1654,36421.09,91162.59,36971,0,2445,16,1626,0,16,2445,1626,0,0,56.81125,60.77875,4.67375,2316.27,56.03,24.485,22.5775,1.0825,39.86,0.445,4.52875,0.0,0.0,"The Air Jordan 7 RM “Bred” reimagines a classic look with fresh construction. Designed with a lower cut and modern lines, this silhouette retains its Jordan DNA while moving in a bold direction.

Hits of red on the Jumpman logos, midsole detailing, and heel tabs stand out against the sleek black upper, nodding to the original ""Bred"" theme without trying to replicate it.

The RM, short for ""Remastered,"" updates the Air Jordan 7’s structure while honoring its roots. First introduced in 1992, the AJ7 was part of Michael Jordan ’s golden era. He wore the original “Bred” pair on court while leading the Bulls to an NBA title and collecting Olympic gold in Barcelona.

This remixed version doesn’t stray far from that energy. The sharp angles on the tooling and the layered panels suggest speed and power, true to MJ’s game. Back branding comes in strong with red Nike Air logos over a molded heel counter.

The tongue gets a subtle stitched signature. These details, paired with the red heel pull tab, add just enough flair to break up the blackout base.

The Air Jordan 7 RM “Bred” features a black nubuck upper with mesh paneling and perforated accents. Red highlights pop on the Jumpman branding, midsole edges, and heel tabs.

A sturdy molded heel counter sports “Nike Air” in bold lettering. The outsole blends black and red over a rugged tread, while subtle stitching details and tongue embroidery round out the look.

Official photos show off the clean structure and premium build of the pair. A new silhouette with a familiar story, the AJ7 RM “Bred” channels a legacy of dominance with a modern twist.

Sneaker Bar Detroit reports that the Air Jordan 7 RM “Bred” will be released in the summer of 2025. Also, the retail price of the sneakers will be $140 when they drop.","The Air Jordan 7 RM “Bred” reimagines a legacy colorway with sleek construction, red accents, and bold new angles."
https://www.hotnewhiphop.com/903797-undefeated-x-air-jordan-4-sneaker-news-6,2025-04-19,576,658,14501.82,59030.73,7677,0,5349,73,286,0,73,5349,286,0,0,55.14125,94.78875,6.3525,1935.26,84.08375,25.57125,22.9675,1.11875,40.26625,1.145,3.18125,0.0,0.0,"The Undefeated x Air Jordan 4 “Deep Green/Clementine” marks a bold return in June 2025. Staying true to the original 2005 release, this updated drop preserves the militaristic design and coveted color scheme.

It’s a celebration of one of the first-ever Jordan collaborations and a nod to Undefeated’s legacy in sneaker culture. Both pairs feature the signature olive green suede uppers , accented by black midsoles and sharp orange details.

One version will be finished with the classic Jumpman logo on the heel. The other will bring back the original Nike Air branding for the purists. Each pair also includes the removable Velcro tongue patch, a homage to military flight jackets and a standout element from the first release. The Air Jordan 4 has long stood as a cultural icon.

First launched in 1989, the silhouette was worn by Michael Jordan during one of his most electrifying seasons. It combined innovation, visible Air cushioning, and timeless design, qualities that still define the model today.

Undefeated’s take on the 4 , especially with this new authentic 2025 edition, taps into that history while pushing style forward.

This Air Jordan 4 arrives in a premium olive green suede upper. Black accents line the wings, netting, and heel tab. Bright orange touches land on the outsole, tongue patch, and visible Air unit. One pair features the Jumpman, the other classic Nike Air branding.

The Velcro tongue patch is back, allowing customization. Inside, gold lining adds warmth, with Undefeated branding stitched on the interior. The photos show the packaging, details, and on-feet shots of the pair, building the excitement for a June release that already feels historic.

Sneaker Bar Detroit reports that the Undefeated x Air Jordan 4 is going to be released on June 21st, 2025. Also, the retail price of the sneakers will be $225 when they drop.",The Undefeated x Air Jordan 4 returns in June 2025 with two versions and all the iconic military-inspired details sneakerheads remember.
